id,name,city,state,country,website,unitid,ownership,source,level
324,Yuba College,Marysville,CA,USA,https://www.yubacollege.edu,,Public,,2-year
325,Claremont McKenna College,Claremont,CA,USA,https://www.cmc.edu,,Private,,4-year
326,Harvey Mudd College,Claremont,CA,USA,https://www.hmc.edu,,Private,,4-year
327,Pomona College,Claremont,CA,USA,https://www.pomona.edu,,Private,,4-year
328,Scripps College,Claremont,CA,USA,https://www.scrippscollege.edu,,Private,,4-year
329,Pitzer College,Claremont,CA,USA,https://www.pitzer.edu,,Private,,4-year
330,Mills College at Northeastern University,Oakland,CA,USA,https://www.northeastern.edu/oakland,,Private,,4-year
331,Dominican University of California,San Rafael,CA,USA,https://www.dominican.edu,,Private,,4-year
332,Saint Mary's College of California,Moraga,CA,USA,https://www.stmarys-ca.edu,,Private,,4-year
333,University of the Pacific,Stockton,CA,USA,https://www.pacific.edu,,Private,,4-year
334,Madera Community College,Madera,CA,USA,https://www.maderacollege.edu,,Public,,2-year
335,Calbright College,Sacramento,CA,USA,https://www.calbright.org,,Public,,2-year
336,Copper Mountain College,Joshua Tree,CA,USA,https://www.cmccd.edu,,Public,,2-year
337,The University of Texas at Austin,Austin,TX,USA,,,Public,,4-year
338,The University of Texas at Dallas,Richardson,TX,USA,,,Public,,4-year
339,The University of Texas at Arlington,Arlington,TX,USA,,,Public,,4-year
340,The University of Texas at San Antonio,San Antonio,TX,USA,,,Public,,4-year
341,The University of Texas Rio Grande Valley,Edinburg,TX,USA,,,Public,,4-year
342,The University of Texas at El Paso,El Paso,TX,USA,,,Public,,4-year
343,The University of Texas at Tyler,Tyler,TX,USA,,,Public,,4-year
344,The University of Texas Permian Basin,Odessa,TX,USA,,,Public,,4-year
345,Texas A&M University,College Station,TX,USA,,,Public,,4-year
346,Texas A&M University-Corpus Christi,Corpus Christi,TX,USA,,,Public,,4-year
347,Texas A&M University-Commerce,Commerce,TX,USA,,,Public,,4-year
348,Texas A&M University-Kingsville,Kingsville,TX,USA,,,Public,,4-year
349,Texas A&M University at Galveston,Galveston,TX,USA,,,Public,,4-year
350,West Texas A&M University,Canyon,TX,USA,,,Public,,4-year
351,Sam Houston State University,Huntsville,TX,USA,,,Public,,4-year
352,Stephen F. Austin State University,Nacogdoches,TX,USA,,,Public,,4-year
353,Texas State University,San Marcos,TX,USA,,,Public,,4-year
354,University of Houston,Houston,TX,USA,,,Public,,4-year
355,University of Houston-Clear Lake,Houston,TX,USA,,,Public,,4-year
356,University of Houston-Downtown,Houston,TX,USA,,,Public,,4-year
357,University of Houston-Victoria,Victoria,TX,USA,,,Public,,4-year
358,Texas Tech University,Lubbock,TX,USA,,,Public,,4-year
359,Texas Tech University Health Sciences Center,Lubbock,TX,USA,,,Public,,4-year
360,Tarleton State University,Stephenville,TX,USA,,,Public,,4-year
361,Midwestern State University,Wichita Falls,TX,USA,,,Public,,4-year
362,Angelo State University,San Angelo,TX,USA,,,Public,,4-year
363,Lamar University,Beaumont,TX,USA,,,Public,,4-year
364,Texas Southern University,Houston,TX,USA,,,Public,,4-year
365,Texas Woman's University,Denton,TX,USA,,,Public,,4-year
366,Sul Ross State University,Alpine,TX,USA,,,Public,,4-year
367,Rice University,Houston,TX,USA,,,Private,,4-year
368,Baylor University,Waco,TX,USA,,,Private,,4-year
369,Texas Christian University (TCU),Fort Worth,TX,USA,,,Private,,4-year
370,Southern Methodist University (SMU),Dallas,TX,USA,,,Private,,4-year
371,Abilene Christian University,Abilene,TX,USA,,,Private,,4-year
372,Houston Christian University,Houston,TX,USA,,,Private,,4-year
373,Trinity University,San Antonio,TX,USA,,,Private,,4-year
374,University of St. Thomas,Houston,TX,USA,,,Private,,4-year
375,St. Edward's University,Austin,TX,USA,,,Private,,4-year
376,Texas Wesleyan University,Fort Worth,TX,USA,,,Private,,4-year
377,LeTourneau University,Longview,TX,USA,,,Private,,4-year
378,Southwestern University,Georgetown,TX,USA,,,Private,,4-year
379,Howard Payne University,Brownwood,TX,USA,,,Private,,4-year
380,Jarvis Christian University,Hawkins,TX,USA,,,Private,,4-year
381,Lubbock Christian University,Lubbock,TX,USA,,,Private,,4-year
382,Wayland Baptist University,Plainview,TX,USA,,,Private,,4-year
383,Hardin-Simmons University,Abilene,TX,USA,,,Private,,4-year
384,East Texas Baptist University,Marshall,TX,USA,,,Private,,4-year
385,McMurry University,Abilene,TX,USA,,,Private,,4-year
386,Texas Lutheran University,Seguin,TX,USA,,,Private,,4-year
387,University of Mary Hardin-Baylor,Belton,TX,USA,,,Private,,4-year
388,Concordia University Texas,Austin,TX,USA,,,Private,,4-year
389,Paul Quinn College,Dallas,TX,USA,,,Private,,4-year
390,Wiley University,Marshall,TX,USA,,,Private,,4-year
391,Texas College,Tyler,TX,USA,,,Private,,4-year
392,Dallas College,Dallas,TX,USA,,,Public,,2-year
393,Houston Community College,Houston,TX,USA,,,Public,,2-year
394,Austin Community College District,Austin,TX,USA,,,Public,,2-year
395,Alamo Colleges District,San Antonio,TX,USA,,,Public,,2-year
396,Lone Star College System,The Woodlands,TX,USA,,,Public,,2-year
397,Tarrant County College,Fort Worth,TX,USA,,,Public,,2-year
398,Collin College,McKinney,TX,USA,,,Public,,2-year
399,El Paso Community College,El Paso,TX,USA,,,Public,,2-year
400,San Jacinto College,Pasadena,TX,USA,,,Public,,2-year
401,South Texas College,McAllen,TX,USA,,,Public,,2-year
402,Amarillo College,Amarillo,TX,USA,,,Public,,2-year
403,Midland College,Midland,TX,USA,,,Public,,2-year
404,Odessa College,Odessa,TX,USA,,,Public,,2-year
405,Galveston College,Galveston,TX,USA,,,Public,,2-year
406,Blinn College,Brenham,TX,USA,,,Public,,2-year
407,Tyler Junior College,Tyler,TX,USA,,,Public,,2-year
408,Navarro College,Corsicana,TX,USA,,,Public,,2-year
409,Grayson College,Denison,TX,USA,,,Public,,2-year
410,Coastal Bend College,Beeville,TX,USA,,,Public,,2-year
411,Angelina College,Lufkin,TX,USA,,,Public,,2-year
412,Victoria College,Victoria,TX,USA,,,Public,,2-year
413,Kilgore College,Kilgore,TX,USA,,,Public,,2-year
414,Panola College,Carthage,TX,USA,,,Public,,2-year
415,Clarendon College,Clarendon,TX,USA,,,Public,,2-year
416,Frank Phillips College,Borger,TX,USA,,,Public,,2-year
417,Southwest Texas Junior College,Uvalde,TX,USA,,,Public,,2-year
418,Sul Ross State University Rio Grande College,Uvalde,TX,USA,,,Public,,2-year
419,Del Mar College,Corpus Christi,TX,USA,https://www.delmar.edu,,Public,,2-year
420,Laredo College,Laredo,TX,USA,https://www.laredo.edu,,Public,,2-year
421,Temple College,Temple,TX,USA,https://www.templejc.edu,,Public,,2-year
422,Wharton County Junior College,Wharton,TX,USA,https://www.wcjc.edu,,Public,,2-year
423,University of North Texas,Denton,TX,USA,https://www.unt.edu,,Public,,4-year
424,Prairie View A&M University,Prairie View,TX,USA,https://www.pvamu.edu,,Public,,4-year
425,Texas A&M International University,Laredo,TX,USA,https://www.tamiu.edu,,Public,,4-year
426,Texas A&M University-Central Texas,Killeen,TX,USA,https://www.tamuct.edu,,Public,,4-year
427,University of North Texas Health Science Center,Fort Worth,TX,USA,https://www.unthsc.edu,,Public,,4-year
428,Texas State Technical College,Waco,TX,USA,https://www.tstc.edu,,Public,,4-year
429,University of Dallas,Irving,TX,USA,https://www.udallas.edu,,Private,,4-year
430,Dallas Baptist University,Dallas,TX,USA,https://www.dbu.edu,,Private,,4-year
431,University of the Incarnate Word,San Antonio,TX,USA,https://www.uiw.edu,,Private,,4-year
432,Our Lady of the Lake University,San Antonio,TX,USA,https://www.ollusa.edu,,Private,,4-year
433,Austin College,Sherman,TX,USA,https://www.austincollege.edu,,Private,,4-year
434,Huston-Tillotson University,Austin,TX,USA,https://www.htu.edu,,Private,,4-year
